Sa 14.09.19 15:30
SG,LakeSide,Wacker-Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Brenzikofer,André,0,0,0,0,0
4,Römer,Leandro,Maurin,2/2,0,100,3,0,0,0
6,Kiener,Nils,2/2,0,100,1,0,0,0
7,Zuege,Jan,1/2,0,50,0,0,0
8,Römer,Flavian,8/13,0,61,4,1,1,0
9,Zahm,Justin,John,Werner,2/2,0,100,0,0,0
10,Stettler,Luc,Eric,2/5,0,40,2,0,1,0
12,Ebner,Leo,Aliou,0,0,0,0,0
13,Plüss,Thierry,Lionardo,Bonaventura,2/4,0,50,0,0,0
14,Baumann,Yanic,Simon,15/20,2/2,75,3,1,1,0
15,Schweizer,Micha,1/2,0,50,3,0,1,0
17,Roth,Alexander,0/1,0,0,0,0,0
18,Aebi,Fabian,Timon,0,0,0,0,0
21,Rudin,Sebastian,0,0,1,0,0
,,TORHÜTER,P/W,7M,%
1,Brenzikofer,André,6/24,2/5,25
12,Ebner,Leo,Aliou,8/23,2/3,35
,,STAFF,V,2',D
A,Caspar,Adrian,0,0,0
B,Fluri,Rolf,0,0,0
C,Gasser,Marcel,1,0,0
D,Schmutz,Lukas,0,0,0
