Sa,14.12.19,13:30
M3
TV,Steffisburg,3
SPIELER,TORE,7M,V,2',D
Andrist,Dominik,2,1,0,0,0
Blaser,Dominic,2,0,0,0,0
Christen,Andreas,1,0,1,1,0
Hohl,Florian,1,0,0,0,0
Jutzi,Florian,0,0,0,0,0
Kienast,Simon,3,0,0,0,0
Kuster,Noël,5,0,0,0,0
Meier,Lars,3,0,0,0,0
Nyfeler,Dan,Theodor,4,0,0,0,0
Pauli,Fabian,0,0,0,0,0
Preusser,Michael,0,0,0,0,0
Schneeberger,Remo,0,0,0,0,0
Schüpbach,Manuel,2,0,0,0,0
Targise,Alessandro,1,0,0,0,0
