Sa,08.02.20,13:00
M3
TV,Steffisburg,3
SPIELER,TORE,7M,V,2',D
Andrist,Dominik,1,1,0,0,0
Berger,Thomas,2,0,0,0,0
Christen,Andreas,1,0,0,0,0
Gasic,Milan,4,1,1,0,0
Jutzi,Florian,3,0,0,0,0
Jutzi,Thomas,3,2,0,0,0
Kienast,Simon,1,0,0,0,0
Nyfeler,Dan,Theodor,0,0,1,0,0
Pauli,Fabian,0,0,0,0,0
Preusser,Michael,0,0,0,0,0
Schüpbach,Manuel,3,0,0,0,0
Targise,Alessandro,3,0,0,2,0
Targise,Nando,6,0,0,0,0
Von,Wartburg,Micha,0,0,0,0,0
