Sa,15.02.20,15:00
M3
TV,Steffisburg,3
SPIELER,TORE,7M,V,2',D
Andrist,Dominik,4,3,0,0,0
Berger,Thomas,3,0,0,0,0
Gasic,Milan,0,0,0,2,0
Kienast,Simon,2,0,0,0,0
Nyfeler,Dan,Theodor,2,0,0,0,0
Pauli,Fabian,0,0,0,0,0
Preusser,Michael,0,0,0,0,0
Schüpbach,Manuel,2,0,0,0,0
Schüpbach,Manuel,0,0,0,0,0
Targise,Alessandro,3,0,0,1,0
Targise,Nando,3,0,0,1,0
Tschanz,Timon,1,0,1,0,0
Von,Wartburg,Micha,3,0,1,0,0
