Sa,30.11.19,17:30
M3
TV,Steffisburg,3
SPIELER,TORE,7M,V,2',D
Andrist,Dominik,5,3,0,1,0
Berger,Thomas,1,0,0,0,0
Blaser,Dominic,2,0,0,2,0
Bühlmann,Dominic,0,0,0,0,0
Jutzi,Florian,3,0,0,0,0
Kienast,Simon,1,0,1,0,0
Nyfeler,Dan,Theodor,3,0,0,1,0
Pauli,Fabian,0,0,0,0,0
Schneeberger,Remo,0,0,0,0,0
Schüpbach,Manuel,2,0,0,0,0
Targise,Alessandro,2,0,0,1,0
