Sa,15.12.18,15:00
M3
TV,Steffisburg,3,*
SPIELER,TORE,7M,V,2',D
Andrist,Dominik,4,0,0,1,0
Christen,Andreas,6,0,0,0,0
Fuster,Tino,5,0,0,2,0
Gasic,Milan,4,3,0,2,0
Kienast,Simon,2,0,1,0,0
Kuhn,Timo,1,0,1,1,0
Lutz,Oliver,0,0,0,0,0
Preusser,Michael,0,0,0,0,0
Schneeberger,Remo,0,0,0,0,0
Schüpbach,Benjamin,6,0,0,1,0
Targise,Alessandro,3,0,0,1,0
Tschanz,Timon,2,0,1,1,0
Von,Wartburg,Micha,0,0,0,0,0
