Sa,06.04.19,16:30
M3
TV,Steffisburg,3,*
SPIELER,TORE,7M,V,2',D
Berger,Thomas,2,0,0,0,0
Blaser,Dominic,7,0,1,0,0
Christen,Andreas,0,0,0,0,0
Fuster,Tino,1,0,0,0,0
Jutzi,Florian,3,3,0,0,0
Kienast,Simon,2,0,0,0,0
Preusser,Michael,0,0,0,0,0
Schneeberger,Remo,0,0,0,0,0
Schüpbach,Manuel,0,0,0,0,0
Targise,Alessandro,3,0,0,0,0
Targise,Nando,2,0,0,0,0
Von,Wartburg,Micha,0,0,0,0,0
